orderid,menuid,type,size
123792,11,entree,
123792,11,entree,
123792,0,entree,
123792,12,side,
123793,7,entree,
123793,14,side,
123794,0,a la carte,large
123795,5,entree,
123795,8,entree,
123795,13,side,
123796,8,entree,
123796,100,entree,
123796,12,side,
123797,9,entree,
123797,11,entree,
123797,13,side,
123798,10,entree,
123798,2,entree,
123798,0,entree,
123798,14,side,
123799,9,entree,
123799,0,entree,
123799,14,side,
123800,34,drink,large
123801,0,entree,
123801,6,entree,
123801,100,entree,
123801,15,side,
123801,12,side,
123802,5,entree,
123802,7,entree,
123802,14,side,
123803,6,entree,
123803,10,entree,
123803,13,side,
123804,1,entree,
123804,0,entree,
123804,7,entree,
123804,15,side,
123804,15,side,
123805,9,entree,
123805,0,entree,
123805,15,side,
123806,2,entree,
123806,2,entree,
123806,5,entree,
123806,14,side,
123807,0,entree,
123807,12,side,
123808,37,bottle,
123809,35,bottle,
123810,0,entree,
123810,13,side,
123811,4,a la carte,small
123812,0,entree,
123812,12,side,
123813,10,entree,
123813,2,entree,
123813,14,side,
123814,23,drink,small
123815,10,entree,
123815,12,side,
123816,5,a la carte,large
123817,11,entree,
123817,15,side,
123818,17,appetizer,
123819,9,entree,
123819,2,entree,
123819,0,entree,
123819,15,side,
123820,18,appetizer,
123821,18,appetizer,
123822,22,drink,medium
123823,10,entree,
123823,6,entree,
123823,2,entree,
123823,15,side,
123823,14,side,
123824,4,entree,
123824,1,entree,
123824,15,side,
123825,7,entree,
123825,3,entree,
123825,7,entree,
123825,12,side,
123826,1,entree,
123826,6,entree,
123826,4,entree,
123826,12,side,
123827,4,entree,
123827,15,side,
123828,9,entree,
123828,3,entree,
123828,8,entree,
123828,13,side,
123829,21,drink,small
123830,30,drink,medium
123831,4,entree,
123831,0,entree,
123831,10,entree,
123831,13,side,
123832,0,a la carte,large
123833,17,appetizer,
123834,4,a la carte,large
123835,3,a la carte,large
123836,3,entree,
123836,1,entree,
123836,15,side,
123837,17,appetizer,
123838,6,entree,
123838,5,entree,
123838,2,entree,
123838,14,side,
123838,12,side,
123839,2,a la carte,large
123840,11,entree,
123840,3,entree,
123840,12,side,
123841,17,appetizer,
123842,18,appetizer,
123843,16,appetizer,
123844,5,a la carte,large
123845,25,drink,large
123846,9,a la carte,medium
123847,9,entree,
123847,7,entree,
123847,15,side,
123848,4,entree,
123848,8,entree,
123848,4,entree,
123848,15,side,
123848,13,side,
123849,19,drink,medium
123850,22,drink,medium
123851,4,entree,
123851,15,side,
123852,7,entree,
123852,15,side,
123853,7,entree,
123853,3,entree,
123853,7,entree,
123853,15,side,
123853,15,side,
123854,3,entree,
123854,5,entree,
123854,2,entree,
123854,12,side,
123855,17,appetizer,
123856,4,entree,
123856,1,entree,
123856,12,side,
123857,36,bottle,
123858,15,a la carte,large
123859,6,a la carte,small
123860,0,entree,
123860,1,entree,
123860,15,side,
123861,1,entree,
123861,10,entree,
123861,2,entree,
123861,15,side,
123861,14,side,
123862,3,a la carte,large
123863,37,bottle,
123864,4,entree,
123864,0,entree,
123864,100,entree,
123864,15,side,
123864,13,side,
123865,100,a la carte,small
123866,35,bottle,
123867,17,appetizer,
123868,16,appetizer,
123869,25,drink,large
123870,35,bottle,
123871,100,entree,
123871,0,entree,
123871,5,entree,
123871,12,side,
123872,16,appetizer,
123873,37,bottle,
123874,4,entree,
123874,5,entree,
123874,0,entree,
123874,15,side,
123874,15,side,
123875,7,entree,
123875,5,entree,
123875,13,side,
123876,17,appetizer,
123877,26,drink,large
123878,0,a la carte,small
123879,13,a la carte,large
123880,4,entree,
123880,9,entree,
123880,8,entree,
123880,15,side,
123881,13,a la carte,medium
123882,0,entree,
123882,10,entree,
123882,9,entree,
123882,12,side,
123883,36,bottle,
123884,4,entree,
123884,7,entree,
123884,10,entree,
123884,14,side,
123884,13,side,
123885,6,entree,
123885,4,entree,
123885,9,entree,
123885,13,side,
123885,12,side,
123886,21,drink,small
123887,4,entree,
123887,2,entree,
123887,15,side,
123888,32,drink,medium
123889,8,entree,
123889,4,entree,
123889,13,side,
123890,35,bottle,
123891,4,entree,
123891,5,entree,
123891,8,entree,
123891,12,side,
123891,12,side,
123892,37,bottle,
123893,28,drink,large
123894,36,bottle,
123895,37,bottle,
123896,34,drink,large
123897,7,a la carte,medium
123898,4,entree,
123898,5,entree,
123898,8,entree,
123898,12,side,
123899,37,bottle,
123900,4,a la carte,small
123901,31,drink,medium
123902,0,a la carte,large
123903,6,entree,
123903,100,entree,
123903,3,entree,
123903,12,side,
123904,4,a la carte,medium
123905,18,appetizer,
123906,7,entree,
123906,6,entree,
123906,6,entree,
123906,12,side,
123906,13,side,
123907,19,drink,medium
123908,10,a la carte,small
123909,35,bottle,
123910,2,entree,
123910,7,entree,
123910,4,entree,
123910,13,side,
123910,13,side,
123911,7,entree,
123911,13,side,
123912,11,entree,
123912,5,entree,
123912,8,entree,
123912,12,side,
123913,6,entree,
123913,13,side,
123914,100,entree,
123914,14,side,
123915,14,a la carte,medium
123916,37,bottle,
123917,100,entree,
123917,6,entree,
123917,12,side,
123918,35,bottle,
123919,1,entree,
123919,7,entree,
123919,14,side,
123920,11,entree,
123920,13,side,
123921,11,entree,
123921,11,entree,
123921,2,entree,
123921,15,side,
123922,3,entree,
123922,13,side,
123923,0,entree,
123923,9,entree,
123923,2,entree,
123923,14,side,
123924,5,entree,
123924,15,side,
123925,35,bottle,
123926,17,appetizer,
123927,1,entree,
123927,8,entree,
123927,14,side,
123928,11,entree,
123928,13,side,
123929,35,bottle,
123930,37,bottle,
123931,6,a la carte,medium
123932,37,bottle,
123933,17,appetizer,
123934,2,entree,
123934,9,entree,
123934,3,entree,
123934,12,side,
123934,12,side,
123935,16,appetizer,
123936,8,entree,
123936,11,entree,
123936,2,entree,
123936,13,side,
123937,35,bottle,
123938,6,entree,
123938,7,entree,
123938,3,entree,
123938,12,side,
123938,13,side,
123939,17,appetizer,
123940,24,drink,small
123941,0,entree,
123941,13,side,
123942,35,bottle,
123943,36,bottle,
123944,18,appetizer,
123945,18,appetizer,
123946,1,entree,
123946,13,side,
123947,18,appetizer,
123948,1,a la carte,medium
123949,18,appetizer,
123950,9,entree,
123950,9,entree,
123950,12,side,
123951,24,drink,large
123952,3,a la carte,large
123953,36,bottle,
123954,3,a la carte,medium
123955,2,entree,
123955,7,entree,
123955,0,entree,
123955,15,side,
123956,1,a la carte,small
123957,24,drink,medium
123958,31,drink,small
123959,11,entree,
123959,8,entree,
123959,12,side,
123960,36,bottle,
123961,0,entree,
123961,8,entree,
123961,2,entree,
123961,12,side,
123961,13,side,
123962,11,entree,
123962,0,entree,
123962,12,side,
123963,1,entree,
123963,100,entree,
123963,5,entree,
123963,14,side,
123963,12,side,
123964,100,entree,
123964,2,entree,
123964,100,entree,
123964,15,side,
123965,28,drink,small
123966,0,entree,
123966,11,entree,
123966,8,entree,
123966,13,side,
123966,13,side,
123967,10,a la carte,large
123968,35,bottle,
123969,29,drink,large
123970,36,bottle,
123971,3,entree,
123971,14,side,
123972,18,appetizer,
123973,17,appetizer,
123974,37,bottle,
123975,20,drink,large
123976,23,drink,small
123977,1,entree,
123977,2,entree,
123977,13,side,
123978,9,entree,
123978,13,side,
123979,16,appetizer,
123980,2,entree,
123980,14,side,
123981,37,bottle,
123982,35,bottle,
123983,8,a la carte,medium
123984,6,a la carte,large
123985,4,a la carte,large
123986,17,appetizer,
123987,5,entree,
123987,100,entree,
123987,1,entree,
123987,12,side,
123987,13,side,
123988,1,entree,
123988,4,entree,
123988,15,side,
123989,5,entree,
123989,100,entree,
123989,3,entree,
123989,15,side,
123989,12,side,
123990,3,entree,
123990,8,entree,
123990,15,side,
123991,7,entree,
123991,2,entree,
123991,8,entree,
123991,14,side,
123992,3,entree,
123992,12,side,
123993,100,entree,
123993,2,entree,
123993,3,entree,
123993,15,side,
123993,13,side,
123994,25,drink,small
123995,1,entree,
123995,9,entree,
123995,0,entree,
123995,15,side,
123995,12,side,
123996,11,entree,
123996,8,entree,
123996,15,side,
123997,1,entree,
123997,14,side,
123998,37,bottle,
123999,100,entree,
123999,3,entree,
123999,15,side,
124000,10,entree,
124000,13,side,
124001,12,a la carte,medium
124002,2,a la carte,medium
124003,35,bottle,
124004,35,bottle,
124005,10,a la carte,small
124006,15,a la carte,medium
124007,20,drink,medium
124008,11,entree,
124008,3,entree,
124008,1,entree,
124008,14,side,
124008,15,side,
124009,9,a la carte,small
124010,37,bottle,
124011,3,a la carte,medium
124012,10,entree,
124012,0,entree,
124012,2,entree,
124012,13,side,
124013,4,a la carte,medium
124014,7,entree,
124014,1,entree,
124014,6,entree,
124014,12,side,
124015,9,a la carte,medium
124016,0,a la carte,large
124017,23,drink,medium
124018,10,entree,
124018,4,entree,
124018,12,side,
124019,13,a la carte,large
124020,34,drink,large
124021,1,entree,
124021,0,entree,
124021,11,entree,
124021,15,side,
124022,1,entree,
124022,1,entree,
124022,3,entree,
124022,14,side,
124022,14,side,
124023,16,appetizer,
124024,8,entree,
124024,1,entree,
124024,9,entree,
124024,13,side,
124025,11,entree,
124025,100,entree,
124025,10,entree,
124025,13,side,
124026,6,entree,
124026,6,entree,
124026,14,side,
124027,11,entree,
124027,13,side,
124028,37,bottle,
124029,25,drink,large
124030,37,bottle,
124031,2,entree,
124031,6,entree,
124031,8,entree,
124031,14,side,
124032,10,entree,
124032,9,entree,
124032,0,entree,
124032,13,side,
124033,2,entree,
124033,100,entree,
124033,0,entree,
124033,15,side,
124034,1,entree,
124034,13,side,
124035,11,entree,
124035,9,entree,
124035,11,entree,
124035,14,side,
124035,15,side,
124036,5,entree,
124036,15,side,
124037,0,entree,
124037,1,entree,
124037,8,entree,
124037,15,side,
124038,6,entree,
124038,0,entree,
124038,11,entree,
124038,14,side,
124039,10,entree,
124039,1,entree,
124039,4,entree,
124039,13,side,
124040,11,entree,
124040,1,entree,
124040,12,side,
124041,35,bottle,
124042,7,entree,
124042,6,entree,
124042,8,entree,
124042,13,side,
124042,12,side,
124043,7,entree,
124043,0,entree,
124043,2,entree,
124043,14,side,
124043,14,side,
124044,0,a la carte,medium
124045,10,entree,
124045,2,entree,
124045,15,side,
124046,36,bottle,
124047,36,bottle,
124048,0,entree,
124048,8,entree,
124048,4,entree,
124048,12,side,
124049,36,bottle,
124050,1,entree,
124050,1,entree,
124050,15,side,
124051,18,appetizer,
124052,37,bottle,
124053,13,a la carte,large
124054,4,entree,
124054,15,side,
124055,18,appetizer,
124056,4,entree,
124056,12,side,
124057,5,entree,
124057,12,side,
124058,17,appetizer,
124059,18,appetizer,
124060,8,entree,
124060,100,entree,
124060,9,entree,
124060,12,side,
124061,1,entree,
124061,0,entree,
124061,100,entree,
124061,14,side,
124062,19,drink,small
124063,17,appetizer,
124064,6,entree,
124064,13,side,
124065,7,entree,
124065,14,side,
124066,0,entree,
124066,1,entree,
124066,100,entree,
124066,13,side,
124067,0,entree,
124067,12,side,
124068,3,entree,
124068,12,side,
124069,25,drink,medium
124070,35,bottle,
124071,35,bottle,
124072,0,entree,
124072,0,entree,
124072,7,entree,
124072,12,side,
124073,11,entree,
124073,3,entree,
124073,0,entree,
124073,15,side,
124074,6,entree,
124074,13,side,
124075,3,entree,
124075,10,entree,
124075,6,entree,
124075,14,side,
124076,10,entree,
124076,1,entree,
124076,14,side,
124077,37,bottle,
124078,10,entree,
124078,14,side,
124079,100,entree,
124079,10,entree,
124079,2,entree,
124079,14,side,
124080,7,entree,
124080,7,entree,
124080,1,entree,
124080,14,side,
124080,15,side,
124081,9,entree,
124081,10,entree,
124081,8,entree,
124081,12,side,
124081,15,side,
124082,2,entree,
124082,14,side,
124083,7,entree,
124083,9,entree,
124083,5,entree,
124083,15,side,
124084,18,appetizer,
124085,27,drink,medium
124086,10,entree,
124086,9,entree,
124086,9,entree,
124086,15,side,
124086,12,side,
124087,8,a la carte,small
124088,4,entree,
124088,1,entree,
124088,14,side,
124089,1,entree,
124089,14,side,
124090,35,bottle,
124091,100,a la carte,large
124092,8,entree,
124092,6,entree,
124092,0,entree,
124092,13,side,
124093,13,a la carte,medium
124094,0,a la carte,medium
124095,0,entree,
124095,0,entree,
124095,10,entree,
124095,12,side,
124095,14,side,
124096,37,bottle,
124097,10,entree,
124097,13,side,
124098,23,drink,medium
124099,18,appetizer,
124100,3,entree,
124100,11,entree,
124100,100,entree,
124100,12,side,
124101,9,entree,
124101,13,side,
124102,11,entree,
124102,3,entree,
124102,5,entree,
124102,13,side,
124103,35,bottle,
124104,0,entree,
124104,11,entree,
124104,15,side,
124105,3,entree,
124105,9,entree,
124105,10,entree,
124105,14,side,
124106,3,entree,
124106,12,side,
124107,5,entree,
124107,14,side,
124108,29,drink,large
124109,18,appetizer,
124110,5,entree,
124110,2,entree,
124110,14,side,
124111,0,entree,
124111,15,side,
124112,36,bottle,
124113,35,bottle,
124114,7,entree,
124114,7,entree,
124114,13,side,
124115,37,bottle,
124116,17,appetizer,
124117,37,bottle,
124118,10,a la carte,large
124119,4,entree,
124119,5,entree,
124119,1,entree,
124119,13,side,
124119,14,side,
124120,15,a la carte,large
124121,3,entree,
124121,8,entree,
124121,14,side,
124122,100,entree,
124122,8,entree,
124122,14,side,
124123,22,drink,large
124124,16,appetizer,
124125,100,entree,
124125,14,side,
124126,6,entree,
124126,2,entree,
124126,4,entree,
124126,15,side,
124127,10,entree,
124127,13,side,
124128,26,drink,large
124129,0,entree,
124129,3,entree,
124129,7,entree,
124129,13,side,
124130,24,drink,medium
124131,29,drink,small
124132,0,entree,
124132,4,entree,
124132,13,side,
124133,6,entree,
124133,8,entree,
124133,0,entree,
124133,12,side,
124133,12,side,
124134,34,drink,small
124135,35,bottle,
124136,6,entree,
124136,4,entree,
124136,13,side,
124137,24,drink,small
124138,17,appetizer,
124139,100,entree,
124139,4,entree,
124139,11,entree,
124139,14,side,
124140,10,entree,
124140,7,entree,
124140,2,entree,
124140,14,side,
124140,12,side,
124141,0,entree,
124141,9,entree,
124141,12,side,
124142,11,entree,
124142,7,entree,
124142,14,side,
124143,16,appetizer,
124144,1,entree,
124144,0,entree,
124144,14,side,
124145,7,entree,
124145,10,entree,
124145,11,entree,
124145,12,side,
124146,16,appetizer,
124147,20,drink,small
124148,16,appetizer,
124149,29,drink,large
124150,2,entree,
124150,5,entree,
124150,11,entree,
124150,15,side,
124151,8,entree,
124151,14,side,
124152,24,drink,medium
124153,1,a la carte,medium
124154,11,entree,
124154,15,side,
124155,16,appetizer,
124156,1,a la carte,medium
124157,7,entree,
124157,1,entree,
124157,6,entree,
124157,15,side,
124157,15,side,
124158,18,appetizer,
124159,24,drink,large
124160,15,a la carte,medium
124161,37,bottle,
124162,16,appetizer,
124163,10,a la carte,medium
124164,2,a la carte,small
124165,100,entree,
124165,9,entree,
124165,8,entree,
124165,14,side,
124166,33,drink,large
124167,3,entree,
124167,13,side,
124168,6,entree,
124168,13,side,
124169,2,a la carte,small
124170,6,entree,
124170,14,side,
124171,6,entree,
124171,15,side,
124172,8,entree,
124172,8,entree,
124172,4,entree,
124172,13,side,
124173,36,bottle,
124174,10,entree,
124174,100,entree,
124174,10,entree,
124174,13,side,
124175,100,entree,
124175,4,entree,
124175,13,side,
124176,16,appetizer,
124177,9,entree,
124177,7,entree,
124177,14,side,
124178,4,entree,
124178,8,entree,
124178,3,entree,
124178,15,side,
124178,14,side,
124179,14,a la carte,medium
124180,1,entree,
124180,4,entree,
124180,14,side,
124181,4,a la carte,large
124182,35,bottle,
124183,10,a la carte,medium
124184,36,bottle,
124185,8,a la carte,large
124186,1,entree,
124186,5,entree,
124186,5,entree,
124186,12,side,
124187,2,entree,
124187,9,entree,
124187,9,entree,
124187,15,side,
124188,6,entree,
124188,7,entree,
124188,2,entree,
124188,14,side,
124188,13,side,
124189,4,entree,
124189,4,entree,
124189,12,side,
124190,9,entree,
124190,12,side,
124191,11,a la carte,small
124192,37,bottle,
124193,36,bottle,
124194,5,entree,
124194,7,entree,
124194,12,side,
124195,18,appetizer,
124196,2,a la carte,small
124197,9,entree,
124197,7,entree,
124197,100,entree,
124197,15,side,
124198,100,entree,
124198,13,side,
124199,17,appetizer,
124200,0,entree,
124200,100,entree,
124200,8,entree,
124200,12,side,
124201,9,entree,
124201,11,entree,
124201,12,side,
124202,11,a la carte,medium
124203,8,entree,
124203,6,entree,
124203,100,entree,
124203,13,side,
124203,12,side,
124204,7,entree,
124204,3,entree,
124204,15,side,
124205,2,entree,
124205,2,entree,
124205,4,entree,
124205,12,side,
124206,9,entree,
124206,2,entree,
124206,13,side,
124207,36,bottle,
124208,17,appetizer,
124209,9,entree,
124209,11,entree,
124209,9,entree,
124209,13,side,
124210,35,bottle,
124211,31,drink,small
124212,7,entree,
124212,9,entree,
124212,15,side,
124213,28,drink,large
124214,36,bottle,
124215,11,entree,
124215,5,entree,
124215,13,side,
124216,35,bottle,
124217,6,entree,
124217,100,entree,
124217,14,side,
124218,9,entree,
124218,8,entree,
124218,9,entree,
124218,12,side,
124219,4,entree,
124219,100,entree,
124219,9,entree,
124219,15,side,
124219,13,side,
124220,1,a la carte,large
124221,11,entree,
124221,1,entree,
124221,9,entree,
124221,12,side,
124221,15,side,
124222,36,bottle,
124223,6,entree,
124223,11,entree,
124223,5,entree,
124223,13,side,
124223,13,side,
124224,13,a la carte,large
124225,10,a la carte,medium
124226,35,bottle,
124227,24,drink,small
124228,37,bottle,
124229,8,entree,
124229,11,entree,
124229,100,entree,
124229,13,side,
124229,12,side,
124230,18,appetizer,
124231,7,entree,
124231,11,entree,
124231,1,entree,
124231,15,side,
124232,18,appetizer,
124233,6,entree,
124233,2,entree,
124233,10,entree,
124233,13,side,
124234,9,entree,
124234,2,entree,
124234,15,side,
124235,22,drink,small
